system:index,NDSI,doy,lat,long,name,year,.geo
2018_04_14_3,7516.0,104.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_14_4,7241.0,104.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_14_5,,104.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_15_0,,105.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_15_1,,105.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_15_2,,105.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_15_3,,105.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_15_4,,105.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_15_5,,105.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_16_0,,106.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_16_1,,106.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_16_2,,106.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_16_3,,106.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_16_4,7615.0,106.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_16_5,,106.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_17_0,7946.0,107.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_17_1,7946.0,107.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_17_2,7946.0,107.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_17_3,7946.0,107.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_17_4,8116.0,107.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_17_5,,107.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_18_0,7328.0,108.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_18_1,7328.0,108.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_18_2,7328.0,108.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_18_3,7328.0,108.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_18_4,6918.0,108.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_18_5,,108.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_19_0,,109.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_19_1,,109.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_19_2,,109.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_19_3,,109.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_19_4,6642.0,109.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_19_5,,109.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_20_0,,110.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_20_1,,110.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_20_2,,110.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_20_3,,110.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_20_4,,110.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_20_5,,110.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_21_0,,111.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_21_1,,111.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_21_2,,111.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_21_3,,111.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_21_4,7287.0,111.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_21_5,,111.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_22_0,,112.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_22_1,,112.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_22_2,,112.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_22_3,,112.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_22_4,7806.0,112.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_22_5,7890.0,112.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_23_0,,113.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_23_1,,113.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_23_2,,113.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_23_3,,113.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_23_4,8219.0,113.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_23_5,,113.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_24_0,8134.0,114.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_24_1,8134.0,114.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_24_2,8134.0,114.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_24_3,8134.0,114.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_24_4,8237.0,114.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_24_5,,114.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_25_0,,115.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_25_1,,115.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_25_2,,115.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_25_3,,115.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_25_4,6174.0,115.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_25_5,,115.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_26_0,8468.0,116.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_26_1,8468.0,116.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_26_2,8468.0,116.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_26_3,8468.0,116.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_26_4,,116.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_26_5,,116.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_27_0,,117.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_27_1,,117.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_27_2,,117.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_27_3,,117.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_27_4,,117.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_27_5,,117.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_28_0,,118.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_28_1,,118.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_28_2,,118.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_28_3,,118.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_28_4,4764.0,118.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_28_5,,118.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_29_0,,119.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_29_1,,119.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_29_2,,119.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_29_3,,119.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_29_4,,119.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_29_5,,119.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_04_30_0,,120.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_04_30_1,,120.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_04_30_2,,120.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_04_30_3,,120.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_04_30_4,8450.0,120.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_04_30_5,,120.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_01_0,,121.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_01_1,,121.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_01_2,,121.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_01_3,,121.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_01_4,6049.0,121.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_01_5,,121.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_02_0,,122.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_02_1,,122.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_02_2,,122.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_02_3,,122.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_02_4,4910.0,122.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_02_5,,122.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_03_0,,123.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_03_1,,123.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_03_2,,123.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_03_3,,123.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_03_4,2231.0,123.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_03_5,,123.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_04_0,4958.0,124.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_04_1,4958.0,124.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_04_2,4958.0,124.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_04_3,4958.0,124.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_04_4,4699.0,124.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_04_5,,124.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_05_0,3227.0,125.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_05_1,3227.0,125.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_05_2,3227.0,125.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_05_3,3227.0,125.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_05_4,,125.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_05_5,,125.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_06_0,,126.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_06_1,,126.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_06_2,,126.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_06_3,,126.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_06_4,3206.0,126.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_06_5,,126.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_07_0,,127.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_07_1,,127.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_07_2,,127.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_07_3,,127.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_07_4,3828.0,127.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_07_5,,127.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_08_0,,128.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_08_1,,128.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_08_2,,128.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_08_3,,128.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_08_4,,128.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_08_5,,128.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_09_0,,129.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_09_1,,129.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_09_2,,129.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_09_3,,129.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_09_4,,129.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_09_5,,129.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_10_0,,130.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_10_1,,130.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_10_2,,130.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_10_3,,130.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_10_4,8298.0,130.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_10_5,,130.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_11_0,6442.0,131.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_11_1,6442.0,131.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_11_2,6442.0,131.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_11_3,6442.0,131.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_11_4,6695.0,131.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_11_5,,131.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_12_0,4525.0,132.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_12_1,4525.0,132.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_12_2,4525.0,132.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_12_3,4525.0,132.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_12_4,4490.0,132.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_12_5,,132.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_13_0,3267.0,133.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_13_1,3267.0,133.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_13_2,3267.0,133.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_13_3,3267.0,133.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_13_4,,133.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_13_5,,133.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_14_0,,134.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_14_1,,134.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_14_2,,134.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_14_3,,134.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_14_4,5317.0,134.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_14_5,,134.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_15_0,,135.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_15_1,,135.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_15_2,,135.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_15_3,,135.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_15_4,,135.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_15_5,,135.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_16_0,,136.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2018_05_16_1,,136.0,69.5757,-138.90525,Phenocam2,2018.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2018_05_16_2,,136.0,69.57781,-138.91277,Phenocam3,2018.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2018_05_16_3,,136.0,69.57515,-138.89453,Phenocam4,2018.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2018_05_16_4,6675.0,136.0,69.57651,-138.86711,Phenocam5,2018.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2018_05_16_5,,136.0,69.57483,-138.86305,Phenocam6,2018.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2018_05_17_0,3940.0,137.0,69.5756,-138.9046,Phenocam1,2018.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
