system:index,NDVI,doy,lat,long,name,year,.geo
2016_09_04_2,0.04521192982792854,248.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_04_3,0.04521192982792854,248.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_04_4,0.027252575382590294,248.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_04_5,0.027252575382590294,248.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_05_0,-0.005415737628936768,249.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_05_1,-0.005415737628936768,249.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_05_2,-0.005415737628936768,249.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_05_3,-0.005415737628936768,249.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_05_4,-0.00756807392463088,249.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_05_5,-0.0058598327450454235,249.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_06_0,0.06209886074066162,250.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_06_1,0.06209886074066162,250.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_06_2,0.06209886074066162,250.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_06_3,0.06209886074066162,250.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_06_4,0.034646499902009964,250.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_06_5,0.007624633610248566,250.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_07_0,-0.0037077427841722965,251.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_07_1,-0.0037077427841722965,251.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_07_2,-0.0037077427841722965,251.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_07_3,-0.0037077427841722965,251.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_07_4,-0.007652533706277609,251.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_07_5,-0.005317843519151211,251.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_08_0,0.5442680716514587,252.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_08_1,0.5442680716514587,252.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_08_2,0.5442680716514587,252.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_08_3,0.5442680716514587,252.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_08_4,0.5517720580101013,252.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_08_5,-0.15335868299007416,252.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_09_0,-0.019108278676867485,253.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_09_1,-0.019108278676867485,253.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_09_2,-0.019108278676867485,253.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_09_3,-0.019108278676867485,253.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_09_4,-0.025588883087038994,253.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_09_5,-0.01953488402068615,253.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_10_0,-0.0011682243784889579,254.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_10_1,-0.0011682243784889579,254.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_10_2,-0.0011682243784889579,254.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_10_3,-0.0011682243784889579,254.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_10_4,-0.004122674930840731,254.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_10_5,-0.005494505167007446,254.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_11_0,0.45680034160614014,255.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_11_1,0.45680034160614014,255.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_11_2,0.45680034160614014,255.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_11_3,0.45680034160614014,255.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_11_4,0.5076141953468323,255.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_11_5,0.12321877479553223,255.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_12_0,0.006503744516521692,256.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_12_1,0.006503744516521692,256.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_12_2,0.006503744516521692,256.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_12_3,0.006503744516521692,256.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_12_4,6.685982225462794E-4,256.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_12_5,-2.3148147738538682E-4,256.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_13_0,0.0652945339679718,257.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_13_1,0.0652945339679718,257.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_13_2,0.0652945339679718,257.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_13_3,0.0652945339679718,257.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_13_4,0.04466403275728226,257.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_13_5,-0.007695423439145088,257.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_14_0,0.009794958867132664,258.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_14_1,0.009794958867132664,258.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_14_2,0.009794958867132664,258.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_14_3,0.009794958867132664,258.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_14_4,0.015183722600340843,258.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_14_5,-0.01858736015856266,258.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_15_0,0.15344496071338654,259.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_15_1,0.15344496071338654,259.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_15_2,0.15344496071338654,259.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_15_3,0.15344496071338654,259.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_15_4,0.1652892678976059,259.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_15_5,0.031658437103033066,259.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_16_0,0.4970800578594208,260.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_16_1,0.4970800578594208,260.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_16_2,0.4970800578594208,260.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_16_3,0.4970800578594208,260.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_16_4,0.4248563349246979,260.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_16_5,0.09152542054653168,260.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_17_0,0.4513464868068695,261.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_17_1,0.4513464868068695,261.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_17_2,0.4513464868068695,261.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_17_3,0.4513464868068695,261.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_17_4,0.4841785728931427,261.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_17_5,0.09215955436229706,261.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_18_0,-0.012349691241979599,262.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_18_1,-0.012349691241979599,262.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_18_2,-0.012349691241979599,262.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_18_3,-0.012349691241979599,262.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_18_4,-0.013526181690394878,262.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_18_5,-0.013526181690394878,262.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_19_0,0.4267809987068176,263.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_19_1,0.4267809987068176,263.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_19_2,0.4267809987068176,263.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_19_3,0.4267809987068176,263.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_19_4,0.4686684012413025,263.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_19_5,0.350639283657074,263.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_20_0,0.3199184834957123,264.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_20_1,0.3199184834957123,264.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_20_2,0.3199184834957123,264.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_20_3,0.3199184834957123,264.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_20_4,0.23952513933181763,264.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_20_5,0.23952513933181763,264.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_21_0,0.12571068108081818,265.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_21_1,0.12571068108081818,265.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_21_2,0.12571068108081818,265.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_21_3,0.12571068108081818,265.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_21_4,0.1548387110233307,265.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_21_5,-0.01705426350235939,265.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_22_0,0.41351887583732605,266.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_22_1,0.41351887583732605,266.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_22_2,0.41351887583732605,266.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_22_3,0.41351887583732605,266.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_22_4,0.4091721177101135,266.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_22_5,-1.0,266.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_23_0,0.47434741258621216,267.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_23_1,0.47434741258621216,267.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_23_2,0.47434741258621216,267.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_23_3,0.47434741258621216,267.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_23_4,0.44936326146125793,267.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_23_5,0.20911528170108795,267.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_24_0,0.4883248507976532,268.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_24_1,0.4883248507976532,268.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_24_2,0.4883248507976532,268.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_24_3,0.4883248507976532,268.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_24_4,0.48277583718299866,268.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_24_5,0.21520912647247314,268.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_25_0,0.3391532003879547,269.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_25_1,0.3391532003879547,269.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_25_2,0.3391532003879547,269.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_25_3,0.3391532003879547,269.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_25_4,0.25293290615081787,269.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_25_5,-0.017751479521393776,269.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_26_0,0.04046664014458656,270.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_26_1,0.04046664014458656,270.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_26_2,0.04046664014458656,270.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_26_3,0.04046664014458656,270.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_26_4,0.05862457677721977,270.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_26_5,-0.006567164324223995,270.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_27_0,-0.006547753233462572,271.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_27_1,-0.006547753233462572,271.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_27_2,-0.006547753233462572,271.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_27_3,-0.006547753233462572,271.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_27_4,-0.004397215321660042,271.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_27_5,-0.007887090556323528,271.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_28_0,0.05892669036984444,272.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_28_1,0.05892669036984444,272.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_28_2,0.05892669036984444,272.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_28_3,0.05892669036984444,272.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_28_4,0.05224006623029709,272.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_28_5,-0.032380152493715286,272.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_29_0,0.3378773033618927,273.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_29_1,0.3378773033618927,273.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_29_2,0.3378773033618927,273.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_29_3,0.3378773033618927,273.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_29_4,0.34766000509262085,273.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_29_5,0.23783360421657562,273.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_09_30_0,-0.010576731525361538,274.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_09_30_1,-0.010576731525361538,274.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_09_30_2,-0.010576731525361538,274.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_09_30_3,-0.010576731525361538,274.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_09_30_4,-0.023017028346657753,274.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_09_30_5,-0.036934949457645416,274.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_10_01_0,0.05475141853094101,275.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_10_01_1,0.05475141853094101,275.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_10_01_2,0.05475141853094101,275.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_10_01_3,0.05475141853094101,275.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_10_01_4,0.19286657869815826,275.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_10_01_5,0.012677107006311417,275.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_10_02_0,0.4538900554180145,276.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_10_02_1,0.4538900554180145,276.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_10_02_2,0.4538900554180145,276.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_10_02_3,0.4538900554180145,276.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_10_02_4,0.4838256239891052,276.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_10_02_5,0.3252541124820709,276.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2016_10_03_0,0.3196829557418823,277.0,69.5756,-138.9046,Phenocam1,2016.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2016_10_03_1,0.3196829557418823,277.0,69.5757,-138.90525,Phenocam2,2016.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2016_10_03_2,0.3196829557418823,277.0,69.57781,-138.91277,Phenocam3,2016.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2016_10_03_3,0.3196829557418823,277.0,69.57515,-138.89453,Phenocam4,2016.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2016_10_03_4,0.3439635634422302,277.0,69.57651,-138.86711,Phenocam5,2016.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2016_10_03_5,0.23426572978496552,277.0,69.57483,-138.86305,Phenocam6,2016.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
