system:index,NDVI,doy,lat,long,name,year,.geo
2017_08_23_3,0.5186866521835327,235.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_08_23_4,0.599677562713623,235.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_08_23_5,0.4304822087287903,235.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_08_24_0,0.1357172429561615,236.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_08_24_1,0.1357172429561615,236.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_08_24_2,0.1357172429561615,236.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_08_24_3,0.1357172429561615,236.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_08_24_4,0.25376883149147034,236.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_08_24_5,0.20493991672992706,236.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_08_25_0,0.006424697581678629,237.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_08_25_1,0.006424697581678629,237.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_08_25_2,0.006424697581678629,237.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_08_25_3,0.006424697581678629,237.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_08_25_4,0.002996254712343216,237.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_08_25_5,0.004798395559191704,237.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_08_26_0,0.0013703993754461408,238.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_08_26_1,0.0013703993754461408,238.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_08_26_2,0.0013703993754461408,238.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_08_26_3,0.0013703993754461408,238.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_08_26_4,0.003974167630076408,238.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_08_26_5,-0.0017938166856765747,238.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_08_27_0,0.004746001213788986,239.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_08_27_1,0.004746001213788986,239.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_08_27_2,0.004746001213788986,239.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_08_27_3,0.004746001213788986,239.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_08_27_4,0.0010972131276503205,239.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_08_27_5,3.075346176046878E-4,239.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_08_28_0,0.6425120830535889,240.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_08_28_1,0.6425120830535889,240.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_08_28_2,0.6425120830535889,240.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_08_28_3,0.6425120830535889,240.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_08_28_4,0.6587473154067993,240.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_08_28_5,0.2880258858203888,240.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_08_29_0,0.4699546694755554,241.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_08_29_1,0.4699546694755554,241.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_08_29_2,0.4699546694755554,241.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_08_29_3,0.4699546694755554,241.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_08_29_4,0.3144116997718811,241.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_08_29_5,0.058742228895425797,241.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_08_30_0,-0.0022294633090496063,242.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_08_30_1,-0.0022294633090496063,242.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_08_30_2,-0.0022294633090496063,242.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_08_30_3,-0.0022294633090496063,242.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_08_30_4,-0.0042231217958033085,242.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_08_30_5,-0.009836657904088497,242.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_08_31_0,0.009146597236394882,243.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_08_31_1,0.009146597236394882,243.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_08_31_2,0.009146597236394882,243.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_08_31_3,0.009146597236394882,243.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_08_31_4,0.0043668122962117195,243.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_08_31_5,0.0024623803328722715,243.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_01_0,0.5750941038131714,244.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_01_1,0.5750941038131714,244.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_01_2,0.5750941038131714,244.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_01_3,0.5750941038131714,244.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_01_4,0.3864689767360687,244.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_01_5,0.36664730310440063,244.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_02_0,0.12387565523386002,245.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_02_1,0.12387565523386002,245.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_02_2,0.12387565523386002,245.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_02_3,0.12387565523386002,245.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_02_4,0.1230769231915474,245.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_02_5,0.1230769231915474,245.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_03_0,0.5289389491081238,246.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_03_1,0.5289389491081238,246.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_03_2,0.5289389491081238,246.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_03_3,0.5289389491081238,246.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_03_4,0.47860896587371826,246.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_03_5,-0.08912510424852371,246.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_04_0,0.10731053352355957,247.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_04_1,0.10731053352355957,247.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_04_2,0.10731053352355957,247.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_04_3,0.10731053352355957,247.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_04_4,0.06706008315086365,247.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_04_5,0.06706008315086365,247.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_05_0,0.2949323356151581,248.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_05_1,0.2949323356151581,248.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_05_2,0.2949323356151581,248.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_05_3,0.2949323356151581,248.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_05_4,0.42407363653182983,248.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_05_5,0.0019697966054081917,248.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_06_0,-0.0043996479362249374,249.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_06_1,-0.0043996479362249374,249.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_06_2,-0.0043996479362249374,249.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_06_3,-0.0043996479362249374,249.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_06_4,-0.006359957158565521,249.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_06_5,-0.007037006784230471,249.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_07_0,0.07513660937547684,250.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_07_1,0.07513660937547684,250.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_07_2,0.07513660937547684,250.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_07_3,0.07513660937547684,250.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_07_4,0.014114703983068466,250.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_07_5,0.021879706531763077,250.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_08_0,0.004131227266043425,251.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_08_1,0.004131227266043425,251.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_08_2,0.004131227266043425,251.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_08_3,0.004131227266043425,251.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_08_4,-0.002403615042567253,251.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_08_5,-0.00462059723213315,251.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_09_0,-6.073489203117788E-4,252.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_09_1,-6.073489203117788E-4,252.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_09_2,-6.073489203117788E-4,252.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_09_3,-6.073489203117788E-4,252.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_09_4,-0.021283404901623726,252.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_09_5,-0.005666451994329691,252.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_10_0,0.023689167574048042,253.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_10_1,0.023689167574048042,253.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_10_2,0.023689167574048042,253.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_10_3,0.023689167574048042,253.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_10_4,0.05291410908102989,253.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_10_5,0.006851785350590944,253.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_11_0,0.3933477997779846,254.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_11_1,0.3933477997779846,254.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_11_2,0.3933477997779846,254.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_11_3,0.3933477997779846,254.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_11_4,0.36008283495903015,254.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_11_5,-0.36119401454925537,254.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_12_0,0.4871588945388794,255.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_12_1,0.4871588945388794,255.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_12_2,0.4871588945388794,255.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_12_3,0.4871588945388794,255.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_12_4,0.5178430080413818,255.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_12_5,0.24267782270908356,255.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_13_0,-0.006616181693971157,256.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_13_1,-0.006616181693971157,256.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_13_2,-0.006616181693971157,256.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_13_3,-0.006616181693971157,256.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_13_4,-0.013295859098434448,256.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_13_5,-0.012531671673059464,256.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_14_0,0.4850110113620758,257.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_14_1,0.4850110113620758,257.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_14_2,0.4850110113620758,257.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_14_3,0.4850110113620758,257.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_14_4,0.3934095501899719,257.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_14_5,0.4094981849193573,257.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_15_0,0.07430683821439743,258.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_15_1,0.07430683821439743,258.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_15_2,0.07430683821439743,258.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_15_3,0.07430683821439743,258.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_15_4,0.056545790284872055,258.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_15_5,0.0260249562561512,258.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_16_0,0.43409186601638794,259.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_16_1,0.43409186601638794,259.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_16_2,0.43409186601638794,259.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_16_3,0.43409186601638794,259.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_16_4,0.446540892124176,259.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_16_5,0.11398176103830338,259.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_17_0,0.0660514160990715,260.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_17_1,0.0660514160990715,260.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_17_2,0.0660514160990715,260.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_17_3,0.0660514160990715,260.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_17_4,0.07798390835523605,260.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_17_5,0.001775052398443222,260.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_18_0,0.4164133667945862,261.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_18_1,0.4164133667945862,261.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_18_2,0.4164133667945862,261.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_18_3,0.4164133667945862,261.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_18_4,0.4700636863708496,261.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_18_5,0.1629297435283661,261.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_19_0,0.0032329761888831854,262.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_19_1,0.0032329761888831854,262.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_19_2,0.0032329761888831854,262.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_19_3,0.0032329761888831854,262.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_19_4,0.009203336201608181,262.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_19_5,1.449065312044695E-4,262.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_20_0,-0.006329114083200693,263.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_20_1,-0.006329114083200693,263.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_20_2,-0.006329114083200693,263.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_20_3,-0.006329114083200693,263.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_20_4,-0.007177033461630344,263.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_20_5,-0.007220630533993244,263.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_21_0,0.003621147247031331,264.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
2017_09_21_1,0.003621147247031331,264.0,69.5757,-138.90525,Phenocam2,2017.0,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
2017_09_21_2,0.003621147247031331,264.0,69.57781,-138.91277,Phenocam3,2017.0,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
2017_09_21_3,0.003621147247031331,264.0,69.57515,-138.89453,Phenocam4,2017.0,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
2017_09_21_4,-7.048458210192621E-4,264.0,69.57651,-138.86711,Phenocam5,2017.0,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
2017_09_21_5,-0.0022228665184229612,264.0,69.57483,-138.86305,Phenocam6,2017.0,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
2017_09_22_0,-4.4205872109159827E-4,265.0,69.5756,-138.9046,Phenocam1,2017.0,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
