system:index,B11,B3,B3_20m,B4,B4_20m,B8,B8_20m,CLP,CLP_20m,EPSG,NDSI_20m,NDVI,NDVI_20m,doi,kNDVI,kNDVI_20m,lat,long,name,year,.geo
20160818T212522_20160818T225855_T07WET_5,1941,1504,1491,1458,1465,2123,2145,54,63,32607,-0.13111888111888112,0.18570231778832727,0.1883656509695291,231,0.03447168688557124,0.03546673615453847,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160822T210542_20160822T210545_T07WET_0,1519,4526,4530,4631,4627,4692,4697,59,60,32607,0.49776822615308314,0.006542958275233294,0.0075075075075075074,235,4.281030296529071E-5,5.636266891559821E-5,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160822T210542_20160822T210545_T07WET_1,1565,4594,4583,4705,4711,4803,4801,78,79,32607,0.49089134677944046,0.010307109802271772,0.009461732548359966,235,1.0623651207641811E-4,8.952438257752655E-5,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160822T210542_20160822T210545_T07WET_2,1489,4454,4448,4558,4573,4639,4618,59,59,32607,0.4983998652518107,0.008807219745569207,0.004896094005004896,235,7.756711949117918E-5,2.3971736501253144E-5,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160822T210542_20160822T210545_T07WET_3,1459,4371,4369,4454,4449,4457,4462,66,63,32607,0.49931365820178447,3.366625519021434E-4,0.0014588710582426215,235,1.1334167385326292E-7,2.128304764574733E-6,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160822T210542_20160822T210545_T07WET_4,1427,4305,4315,4388,4407,4405,4415,59,59,32607,0.5029606408916754,0.001933356078698965,9.06823849467241E-4,235,3.7378657270248313E-6,8.223294939624E-7,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160822T210542_20160822T210545_T07WET_5,1519,4526,4530,4631,4627,4692,4697,59,60,32607,0.49776822615308314,0.006542958275233294,0.0075075075075075074,235,4.281030296529071E-5,5.636266891559821E-5,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160822T210542_20160823T001834_T07WET_0,1519,4526,4530,4631,4627,4692,4697,59,60,32607,0.49776822615308314,0.006542958275233294,0.0075075075075075074,235,4.281030296529071E-5,5.636266891559821E-5,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160822T210542_20160823T001834_T07WET_1,1565,4594,4583,4705,4711,4803,4801,78,78,32607,0.49089134677944046,0.010307109802271772,0.009461732548359966,235,1.0623651207641811E-4,8.952438257752655E-5,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160822T210542_20160823T001834_T07WET_2,1489,4454,4448,4558,4573,4639,4618,58,58,32607,0.4983998652518107,0.008807219745569207,0.004896094005004896,235,7.756711949117918E-5,2.3971736501253144E-5,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160822T210542_20160823T001834_T07WET_3,1459,4371,4369,4454,4449,4457,4462,66,63,32607,0.49931365820178447,3.366625519021434E-4,0.0014588710582426215,235,1.1334167385326292E-7,2.128304764574733E-6,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160822T210542_20160823T001834_T07WET_4,1427,4305,4315,4388,4407,4405,4415,59,58,32607,0.5029606408916754,0.001933356078698965,9.06823849467241E-4,235,3.7378657270248313E-6,8.223294939624E-7,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160822T210542_20160823T001834_T07WET_5,1519,4526,4530,4631,4627,4692,4697,59,60,32607,0.49776822615308314,0.006542958275233294,0.0075075075075075074,235,4.281030296529071E-5,5.636266891559821E-5,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160825T211512_20160825T211514_T07WET_0,3517,3987,3993,4158,4143,4397,4371,100,100,32607,0.06338215712383488,0.02793687901811806,0.026779422128259338,238,7.804690508033651E-4,7.171373265855854E-4,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160825T211512_20160825T211514_T07WET_1,3656,4066,4044,4262,4241,4590,4563,100,100,32607,0.05038961038961039,0.03705377315860822,0.03657428441617447,238,0.0013729812425632734,0.0013376774826827876,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160825T211512_20160825T211514_T07WET_2,3379,3664,3663,3770,3784,4052,4053,100,100,32607,0.04032945186026697,0.03605216057274355,0.03432435881076943,238,0.001299757550038473,0.0011781610626492058,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160825T211512_20160825T211514_T07WET_3,3642,2783,2807,2889,2927,3715,3756,99,99,32607,-0.12947743836253683,0.1250757116898849,0.12404608708663774,238,0.01564265758581629,0.0153862173934413,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160825T211512_20160825T211514_T07WET_4,3341,2726,2715,2794,2817,3568,3557,97,97,32607,-0.10336856010568032,0.12165985539138635,0.11609664261060558,238,0.014800039665790736,0.01347761428453881,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160825T211512_20160825T211514_T07WET_5,3517,3987,3993,4158,4143,4397,4371,100,100,32607,0.06338215712383488,0.02793687901811806,0.026779422128259338,238,7.804690508033651E-4,7.171373265855854E-4,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160825T211512_20160825T231024_T07WET_0,3517,3987,3993,4158,4143,4397,4371,100,100,32607,0.06338215712383488,0.02793687901811806,0.026779422128259338,238,7.804690508033651E-4,7.171373265855854E-4,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160825T211512_20160825T231024_T07WET_1,3656,4066,4044,4262,4241,4590,4563,100,100,32607,0.05038961038961039,0.03705377315860822,0.03657428441617447,238,0.0013729812425632734,0.0013376774826827876,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160825T211512_20160825T231024_T07WET_2,3379,3664,3663,3770,3784,4052,4053,100,100,32607,0.04032945186026697,0.03605216057274355,0.03432435881076943,238,0.001299757550038473,0.0011781610626492058,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160825T211512_20160825T231024_T07WET_3,3642,2783,2807,2889,2927,3715,3756,99,99,32607,-0.12947743836253683,0.1250757116898849,0.12404608708663774,238,0.01564265758581629,0.0153862173934413,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160825T211512_20160825T231024_T07WET_4,3341,2726,2715,2794,2817,3568,3557,97,97,32607,-0.10336856010568032,0.12165985539138635,0.11609664261060558,238,0.014800039665790736,0.01347761428453881,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160825T211512_20160825T231024_T07WET_5,3517,3987,3993,4158,4143,4397,4371,100,100,32607,0.06338215712383488,0.02793687901811806,0.026779422128259338,238,7.804690508033651E-4,7.171373265855854E-4,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160831T213532_20160831T213529_T07WET_0,1402,4341,4341,4484,4478,4552,4559,86,86,32607,0.5117534389691799,0.007525453740593183,0.008963151488325771,244,5.66324539412634E-5,8.033808442983692E-5,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160831T213532_20160831T213529_T07WET_1,1742,4606,4632,4919,4936,4855,4878,99,99,32607,0.45340445560087855,-0.006547984448536935,-0.005909924597513756,244,4.287610031200764E-5,3.4927208734095444E-5,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160831T213532_20160831T213529_T07WET_2,1525,4398,4414,4665,4701,4587,4595,96,97,32607,0.48644552955042936,-0.008430609597924773,-0.01140275387263339,244,7.107517807293825E-5,1.3002279514713714E-4,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160831T213532_20160831T213529_T07WET_3,2059,5162,5147,5480,5520,5417,5391,99,99,32607,0.4285317790729947,-0.005781407726897311,-0.01182293098707726,244,3.342467529218049E-5,1.397816962147971E-4,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160831T213532_20160831T213529_T07WET_4,2046,5263,5245,5524,5527,5521,5461,99,99,32607,0.43876011521053354,-2.716161158895428E-4,-0.006006552602839462,244,7.37753144109214E-8,3.607867415502333E-5,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160831T213532_20160831T213529_T07WET_5,1402,4341,4341,4484,4478,4552,4559,86,86,32607,0.5117534389691799,0.007525453740593183,0.008963151488325771,244,5.66324539412634E-5,8.033808442983692E-5,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160831T213532_20160831T232504_T07WET_0,1402,4341,4341,4484,4478,4552,4559,86,86,32607,0.5117534389691799,0.007525453740593183,0.008963151488325771,244,5.66324539412634E-5,8.033808442983692E-5,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160831T213532_20160831T232504_T07WET_1,1742,4606,4632,4919,4936,4855,4878,99,99,32607,0.45340445560087855,-0.006547984448536935,-0.005909924597513756,244,4.287610031200764E-5,3.4927208734095444E-5,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160831T213532_20160831T232504_T07WET_2,1525,4398,4414,4665,4701,4587,4595,97,97,32607,0.48644552955042936,-0.008430609597924773,-0.01140275387263339,244,7.107517807293825E-5,1.3002279514713714E-4,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160831T213532_20160831T232504_T07WET_3,2059,5162,5147,5480,5520,5417,5391,99,99,32607,0.4285317790729947,-0.005781407726897311,-0.01182293098707726,244,3.342467529218049E-5,1.397816962147971E-4,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160831T213532_20160831T232504_T07WET_4,2046,5263,5245,5524,5527,5521,5461,100,100,32607,0.43876011521053354,-2.716161158895428E-4,-0.006006552602839462,244,7.37753144109214E-8,3.607867415502333E-5,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160831T213532_20160831T232504_T07WET_5,1402,4341,4341,4484,4478,4552,4559,86,86,32607,0.5117534389691799,0.007525453740593183,0.008963151488325771,244,5.66324539412634E-5,8.033808442983692E-5,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160901T210022_20160901T210318_T07WET_0,2459,1007,1001,980,954,2374,2323,9,10,32607,-0.4213872832369942,0.41562313655336913,0.41776014647543486,245,0.17104464233838199,0.17277295846822444,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160901T210022_20160901T210318_T07WET_1,2469,1044,1030,1020,1008,2639,2637,8,8,32607,-0.4112603601028865,0.44247062038808416,0.4469135802469136,245,0.19331660269555487,0.19711750507943568,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160901T210022_20160901T210318_T07WET_2,2191,942,1020,776,945,1970,2236,7,9,32607,-0.36468389909685456,0.43481427530954114,0.4058472178560201,245,0.186842513216809,0.16323840633912154,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160901T210022_20160901T210318_T07WET_3,2266,946,933,871,849,2147,2137,7,6,32607,-0.4166927164738981,0.4227965540092777,0.4313462826523778,245,0.17687694965998316,0.1839419199184136,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160901T210022_20160901T210318_T07WET_4,2441,991,994,997,992,2441,2389,9,10,32607,-0.4212518195050946,0.4200116346713205,0.4131913635019225,245,0.17460228841697453,0.16908744718489563,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160901T210022_20160901T210318_T07WET_5,2459,1007,1001,980,954,2374,2323,9,10,32607,-0.4213872832369942,0.41562313655336913,0.41776014647543486,245,0.17104464233838199,0.17277295846822444,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160901T210022_20160902T002419_T07WET_0,2459,1007,1001,980,954,2374,2323,9,10,32607,-0.4213872832369942,0.41562313655336913,0.41776014647543486,245,0.17104464233838199,0.17277295846822444,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160901T210022_20160902T002419_T07WET_1,2469,1044,1030,1020,1008,2639,2637,8,8,32607,-0.4112603601028865,0.44247062038808416,0.4469135802469136,245,0.19331660269555487,0.19711750507943568,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160901T210022_20160902T002419_T07WET_2,2191,942,1020,776,945,1970,2236,7,9,32607,-0.36468389909685456,0.43481427530954114,0.4058472178560201,245,0.186842513216809,0.16323840633912154,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160901T210022_20160902T002419_T07WET_3,2266,946,933,871,849,2147,2137,7,6,32607,-0.4166927164738981,0.4227965540092777,0.4313462826523778,245,0.17687694965998316,0.1839419199184136,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160901T210022_20160902T002419_T07WET_4,2441,991,994,997,992,2441,2389,9,10,32607,-0.4212518195050946,0.4200116346713205,0.4131913635019225,245,0.17460228841697453,0.16908744718489563,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160901T210022_20160902T002419_T07WET_5,2459,1007,1001,980,954,2374,2323,9,10,32607,-0.4213872832369942,0.41562313655336913,0.41776014647543486,245,0.17104464233838199,0.17277295846822444,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160907T212522_20160907T212520_T07WET_0,3074,4381,4384,4502,4537,4568,4581,99,99,32607,0.1756503083936712,0.007276736493936053,0.00482561965343277,251,5.295089395269291E-5,2.3286605035387433E-5,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160907T212522_20160907T212520_T07WET_1,2608,4115,4156,4316,4318,4221,4244,99,99,32607,0.22885866351271436,-0.011128030924212252,-0.008642840457836955,251,1.238330716172461E-4,7.469869104068635E-5,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160907T212522_20160907T212520_T07WET_2,2236,3793,3790,3920,3923,3797,3814,96,97,32607,0.25788250912711586,-0.015938836335363485,-0.014088147860928008,251,2.5404649826014794E-4,1.9847590754520399E-4,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160907T212522_20160907T212520_T07WET_3,1720,3507,3530,3581,3585,3526,3510,97,98,32607,0.34476190476190477,-0.007738849022090897,-0.010570824524312896,251,5.9889784115113275E-5,1.117423306587304E-4,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160907T212522_20160907T212520_T07WET_4,2903,4161,4183,4405,4363,4339,4376,99,100,32607,0.18063787750493931,-0.007548032936870997,0.001487584391806843,251,5.6972801154446734E-5,2.212907322743722E-6,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160907T212522_20160907T212520_T07WET_5,3074,4381,4384,4502,4537,4568,4581,99,99,32607,0.1756503083936712,0.007276736493936053,0.00482561965343277,251,5.295089395269291E-5,2.3286605035387433E-5,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160907T212522_20160907T230114_T07WET_0,3074,4381,4384,4502,4537,4568,4581,99,99,32607,0.1756503083936712,0.007276736493936053,0.00482561965343277,251,5.295089395269291E-5,2.3286605035387433E-5,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160907T212522_20160907T230114_T07WET_1,2608,4115,4156,4316,4318,4221,4244,99,99,32607,0.22885866351271436,-0.011128030924212252,-0.008642840457836955,251,1.238330716172461E-4,7.469869104068635E-5,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160907T212522_20160907T230114_T07WET_2,2236,3793,3790,3920,3923,3797,3814,96,97,32607,0.25788250912711586,-0.015938836335363485,-0.014088147860928008,251,2.5404649826014794E-4,1.9847590754520399E-4,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160907T212522_20160907T230114_T07WET_3,1720,3507,3530,3581,3585,3526,3510,97,98,32607,0.34476190476190477,-0.007738849022090897,-0.010570824524312896,251,5.9889784115113275E-5,1.117423306587304E-4,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160907T212522_20160907T230114_T07WET_4,2903,4161,4183,4405,4363,4339,4376,99,100,32607,0.18063787750493931,-0.007548032936870997,0.001487584391806843,251,5.6972801154446734E-5,2.212907322743722E-6,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160907T212522_20160907T230114_T07WET_5,3074,4381,4384,4502,4537,4568,4581,99,99,32607,0.1756503083936712,0.007276736493936053,0.00482561965343277,251,5.295089395269291E-5,2.3286605035387433E-5,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160911T210542_20160911T210541_T07WET_0,2248,982,981,955,941,2123,2072,18,20,32607,-0.3923815422731496,0.3794671864847303,0.37537338201128445,255,0.1430082997452767,0.13997999963787608,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160911T210542_20160911T210541_T07WET_1,2084,1031,1017,1095,1077,2433,2450,8,8,32607,-0.3440825540148339,0.3792517006802721,0.38928267649560533,255,0.14284814651194094,0.15039152999574715,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160911T210542_20160911T210541_T07WET_2,1913,922,973,854,938,1628,1814,18,17,32607,-0.3257103257103257,0.31184528605962936,0.3183139534883721,255,0.0969420788336041,0.10097844397126411,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160911T210542_20160911T210541_T07WET_3,2013,956,939,909,885,1940,1911,16,14,32607,-0.3638211382113821,0.3618813618813619,0.3669527896995708,255,0.1302145751924142,0.1338463677870012,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160911T210542_20160911T210541_T07WET_4,2058,1016,1013,1113,1082,2265,2216,17,15,32607,-0.3402800390752198,0.3410301953818828,0.343844754396604,255,0.11578004828694617,0.11768140275468619,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160911T210542_20160911T210541_T07WET_5,2248,982,981,955,941,2123,2072,18,20,32607,-0.3923815422731496,0.3794671864847303,0.37537338201128445,255,0.1430082997452767,0.13997999963787608,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160911T210542_20160911T225553_T07WET_0,2248,982,981,955,941,2123,2072,18,20,32607,-0.3923815422731496,0.3794671864847303,0.37537338201128445,255,0.1430082997452767,0.13997999963787608,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160911T210542_20160911T225553_T07WET_1,2084,1031,1017,1095,1077,2433,2450,8,8,32607,-0.3440825540148339,0.3792517006802721,0.38928267649560533,255,0.14284814651194094,0.15039152999574715,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160911T210542_20160911T225553_T07WET_2,1913,922,973,854,938,1628,1814,18,17,32607,-0.3257103257103257,0.31184528605962936,0.3183139534883721,255,0.0969420788336041,0.10097844397126411,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160911T210542_20160911T225553_T07WET_3,2013,956,939,909,885,1940,1911,16,14,32607,-0.3638211382113821,0.3618813618813619,0.3669527896995708,255,0.1302145751924142,0.1338463677870012,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160911T210542_20160911T225553_T07WET_4,2058,1016,1013,1113,1082,2265,2216,17,15,32607,-0.3402800390752198,0.3410301953818828,0.343844754396604,255,0.11578004828694617,0.11768140275468619,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160911T210542_20160911T225553_T07WET_5,2248,982,981,955,941,2123,2072,18,20,32607,-0.3923815422731496,0.3794671864847303,0.37537338201128445,255,0.1430082997452767,0.13997999963787608,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160914T211512_20160914T211509_T07WET_0,1773,3286,3285,3389,3376,3582,3577,100,100,32607,0.298932384341637,0.02768612824558887,0.028908384869840358,258,7.665215471065463E-4,8.356945212371346E-4,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160914T211512_20160914T211509_T07WET_1,1763,3182,3188,3311,3314,3495,3497,100,100,32607,0.28782064229448595,0.027034969144872172,0.02686830127734547,258,7.308894265172622E-4,7.219054881237435E-4,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160914T211512_20160914T211509_T07WET_2,1756,3267,3283,3379,3384,3528,3547,100,100,32607,0.3030363167295098,0.02157231793832344,0.02351752993795989,258,4.653648676382765E-4,5.530741579893557E-4,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160914T211512_20160914T211509_T07WET_3,1877,3553,3563,3653,3646,3831,3831,100,100,32607,0.3099264705882353,0.023784072688401926,0.0247425438009897,258,5.65682053308475E-4,6.12193397264442E-4,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160914T211512_20160914T211509_T07WET_4,1940,3698,3674,3783,3798,3951,3953,100,100,32607,0.30887068044175275,0.021722265321955005,0.019997419687782222,258,4.718567756979534E-4,3.9989677285247674E-4,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160914T211512_20160914T211509_T07WET_5,1773,3286,3285,3389,3376,3582,3577,100,100,32607,0.298932384341637,0.02768612824558887,0.028908384869840358,258,7.665215471065463E-4,8.356945212371346E-4,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160914T211512_20160914T230952_T07WET_0,1773,3286,3285,3389,3376,3582,3577,100,100,32607,0.298932384341637,0.02768612824558887,0.028908384869840358,258,7.665215471065463E-4,8.356945212371346E-4,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160914T211512_20160914T230952_T07WET_1,1763,3182,3188,3311,3314,3495,3497,100,100,32607,0.28782064229448595,0.027034969144872172,0.02686830127734547,258,7.308894265172622E-4,7.219054881237435E-4,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160914T211512_20160914T230952_T07WET_2,1756,3267,3283,3379,3384,3528,3547,100,100,32607,0.3030363167295098,0.02157231793832344,0.02351752993795989,258,4.653648676382765E-4,5.530741579893557E-4,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160914T211512_20160914T230952_T07WET_3,1877,3553,3563,3653,3646,3831,3831,100,100,32607,0.3099264705882353,0.023784072688401926,0.0247425438009897,258,5.65682053308475E-4,6.12193397264442E-4,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160914T211512_20160914T230952_T07WET_4,1940,3698,3674,3783,3798,3951,3953,100,100,32607,0.30887068044175275,0.021722265321955005,0.019997419687782222,258,4.718567756979534E-4,3.9989677285247674E-4,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160914T211512_20160914T230952_T07WET_5,1773,3286,3285,3389,3376,3582,3577,100,100,32607,0.298932384341637,0.02768612824558887,0.028908384869840358,258,7.665215471065463E-4,8.356945212371346E-4,69.5757,-138.90525,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160920T213522_20160920T213523_T07WET_0,3036,3659,3684,3808,3843,4144,4138,100,100,32607,0.09642857142857143,0.04225352112676056,0.036962786618218266,264,0.0017853581506607206,0.0013662467444905202,69.5757,-138.90525,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160920T213522_20160920T213523_T07WET_1,3023,3725,3719,3811,3789,4263,4239,100,100,32607,0.10323346188074756,0.05598216497399059,0.05605381165919283,264,0.003133992534517922,0.0031420194618244543,69.57781,-138.91277,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160920T213522_20160920T213523_T07WET_2,2982,3574,3601,3780,3754,4037,4049,100,100,32607,0.09403007747227708,0.032877062811820394,0.037805972062027425,264,0.001080900838176474,0.0014292905502679726,69.57515,-138.89453,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160920T213522_20160920T213523_T07WET_3,2544,2999,2979,3076,3095,3348,3390,100,100,32607,0.07876154263986963,0.04234122042341221,0.04548959136468774,264,0.0017927770262489272,0.0020692999689362343,69.57651,-138.86711,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160920T213522_20160920T213523_T07WET_4,2617,3188,3222,3360,3349,3668,3647,100,100,32607,0.10361363247131358,0.043824701195219126,0.04259576901086335,264,0.001920602073328835,0.0018143975466007273,69.57483,-138.86305,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
