system:index,B11,B3,B3_20m,B4,B4_20m,B8,B8_20m,CLP,CLP_20m,EPSG,NDSI_20m,NDVI,NDVI_20m,doi,kNDVI,kNDVI_20m,lat,long,name,year,.geo
20180805T211511_20180805T211513_T07WET_0,1946,1206,1198,902,892,3562,3508,31,30,32607,-0.23791348600508905,0.5958781362007168,0.5945454545454546,217,0.3408648535947555,0.339461968915289,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180805T211511_20180805T211513_T07WET_1,2475,1516,1531,1371,1374,3547,3561,83,84,32607,-0.23564653020469295,0.44245628304188694,0.443161094224924,217,0.19330438931083344,0.19390518580937313,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180805T211511_20180805T211513_T07WET_2,1807,1123,1167,911,889,2039,2784,38,34,32607,-0.21519838601210492,0.3823728813559322,0.5159270351211543,217,0.14517601205081562,0.26006741003618333,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180805T211511_20180805T211513_T07WET_3,1927,1070,1069,780,785,3272,3267,25,23,32607,-0.2863818424566088,0.6150049358341559,0.6125370187561698,217,0.3611702684701287,0.35853309560878766,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180805T211511_20180805T211513_T07WET_4,2145,1115,1121,875,879,3161,3153,25,26,32607,-0.31353337415799143,0.566402378592666,0.5639880952380952,217,0.3102406391452324,0.30777214455636404,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180805T211511_20180805T211513_T07WET_5,1946,1206,1198,902,892,3562,3508,31,30,32607,-0.23791348600508905,0.5958781362007168,0.5945454545454546,217,0.3408648535947555,0.339461968915289,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180806T213529_20180806T213524_T07WET_0,3318,3286,3257,3448,3444,3790,3755,99,99,32607,-0.009277566539923954,0.04725062171870682,0.043200444506181414,218,0.0022326175432388355,0.0018662762387885064,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180806T213529_20180806T213524_T07WET_1,3197,3605,3563,3586,3560,4191,4175,99,99,32607,0.05414201183431953,0.07779349363507779,0.07950872656755009,218,0.006051753771074723,0.006321553390990246,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180806T213529_20180806T213524_T07WET_2,3163,3371,3371,3480,3467,3910,3861,99,99,32607,0.03183348637894092,0.058186738836265225,0.05376637554585153,218,0.0033856836397786723,0.0028908150866312258,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180806T213529_20180806T213524_T07WET_3,3035,3434,3437,3422,3452,3876,3880,99,99,32607,0.06211372064276885,0.062208824335434364,0.05837424986361157,218,0.0038699185060428343,0.0034075398583599445,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180806T213529_20180806T213524_T07WET_4,3763,3973,3936,4221,4162,4400,4373,99,99,32607,0.02247045070788414,0.020763252522909174,0.02472173403632103,218,4.3111262862150006E-4,6.111640576682704E-4,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180806T213529_20180806T213524_T07WET_5,3318,3286,3257,3448,3444,3790,3755,99,99,32607,-0.009277566539923954,0.04725062171870682,0.043200444506181414,218,0.0022326175432388355,0.0018662762387885064,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180807T210019_20180807T210017_T07WET_0,2269,6640,6607,6995,6991,7089,7067,100,100,32607,0.48873366381252814,0.006674240272649816,0.005406174420258927,219,4.454548318759682E-5,2.9226721853940115E-5,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180807T210019_20180807T210017_T07WET_1,2318,6612,6635,7038,7030,7109,7087,100,100,32607,0.4821847425443985,0.005018731886619071,0.004037685060565276,219,2.518766974444051E-5,1.6302900646867664E-5,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180807T210019_20180807T210017_T07WET_2,2284,6786,6795,7137,7141,7259,7266,100,100,32607,0.4968608877629695,0.00847457627118644,0.008676337891302838,219,7.18184428526791E-5,7.527883906185807E-5,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180807T210019_20180807T210017_T07WET_3,2726,7136,7147,7543,7546,7575,7601,100,100,32607,0.4477868935480604,0.002116682100806985,0.0036310820624546117,219,4.480343115846692E-6,1.3184756943515634E-5,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180807T210019_20180807T210017_T07WET_4,2512,7086,7059,7402,7375,7619,7589,100,100,32607,0.4750809737749451,0.014446441648358965,0.014300989040363539,219,2.0869967326943048E-4,2.045182846810862E-4,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180807T210019_20180807T210017_T07WET_5,2269,6640,6607,6995,6991,7089,7067,100,100,32607,0.48873366381252814,0.006674240272649816,0.005406174420258927,219,4.454548318759682E-5,2.9226721853940115E-5,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180808T212521_20180808T212522_T07WET_0,4386,4685,4712,4904,4940,5279,5340,100,100,32607,0.03583205100021983,0.03682608268683099,0.038910505836575876,220,0.0013561595346543473,0.001514026307601396,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180808T212521_20180808T212522_T07WET_1,4390,4704,4697,4933,4967,5281,5307,100,100,32607,0.03378452734675911,0.03407088310162522,0.03309324508467978,220,0.001160824553915214,0.0010951624323954528,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180808T212521_20180808T212522_T07WET_2,4311,4623,4629,4876,4881,5189,5205,100,100,32607,0.03557046979865772,0.03109786388474913,0.032123735871505056,220,9.670768367120059E-4,0.0010319340400439753,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180808T212521_20180808T212522_T07WET_3,4416,4961,4974,5172,5192,5544,5559,100,100,32607,0.05942492012779553,0.03471444568868981,0.034136359408427124,220,0.0012050921561086215,0.0011652905062107923,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180808T212521_20180808T212522_T07WET_4,4256,4835,4813,5057,5064,5282,5231,100,100,32607,0.061418017421986985,0.02176225940613212,0.01622146673142302,220,4.7359589905168753E-4,2.631359768454377E-4,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180808T212521_20180808T212522_T07WET_5,4386,4685,4712,4904,4940,5279,5340,100,100,32607,0.03583205100021983,0.03682608268683099,0.038910505836575876,220,0.0013561595346543473,0.001514026307601396,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180810T211509_20180810T211508_T07WET_0,2455,3106,3121,3151,3176,3219,3259,100,100,32607,0.11944045911047346,0.010675039246467817,0.012898212898212899,222,1.1395646242034578E-4,1.6636389443281077E-4,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180810T211509_20180810T211508_T07WET_1,2540,3217,3195,3273,3254,3316,3327,100,100,32607,0.11421098517872712,0.006526028228866292,0.01109253912779213,222,4.258904441821E-5,1.2304442368063804E-4,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180810T211509_20180810T211508_T07WET_2,2778,3388,3372,3446,3457,3545,3527,100,100,32607,0.09658536585365854,0.0141610642254327,0.01002290950744559,222,2.0053573730867614E-4,1.0045871465650165E-4,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180810T211509_20180810T211508_T07WET_3,2950,3524,3524,3605,3609,3691,3671,100,100,32607,0.08866234167438987,0.011787280701754386,0.008516483516483516,222,1.3893998544790406E-4,7.253049135934904E-5,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180810T211509_20180810T211508_T07WET_4,3326,3894,3894,4004,4017,4071,4088,100,100,32607,0.07867036011080332,0.008297213622291022,0.008760024676125848,222,6.884375378517091E-5,7.673803217570405E-5,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180810T211509_20180810T211508_T07WET_5,2455,3106,3121,3151,3176,3219,3259,100,100,32607,0.11944045911047346,0.010675039246467817,0.012898212898212899,222,1.1395646242034578E-4,1.6636389443281077E-4,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180811T213531_20180811T213528_T07WET_0,2109,1830,1825,1657,1712,2491,2465,95,95,32607,-0.07219115404168785,0.20106075216972036,0.18027292315058654,223,0.04040341916834818,0.03248689071136266,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180811T213531_20180811T213528_T07WET_1,1799,1672,1646,1426,1441,2420,2359,93,91,32607,-0.0444121915820029,0.2584503380135205,0.24157894736842106,223,0.06669741026193018,0.05829422072794574,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180811T213531_20180811T213528_T07WET_2,2159,2096,2077,1952,1902,2622,2621,89,91,32607,-0.01935788479697828,0.1464801049409707,0.15896528852531505,223,0.02145312906161362,0.025264585440763605,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180811T213531_20180811T213528_T07WET_3,1845,1541,1545,1396,1398,2320,2289,91,92,32607,-0.08849557522123894,0.24865446716899892,0.24165988608624897,223,0.06175037701089613,0.058333200457117824,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180811T213531_20180811T213528_T07WET_4,1544,1469,1535,1137,1212,2162,2198,87,85,32607,-0.002923026956804157,0.31070021218551075,0.28914956011730203,223,0.09623586886169537,0.08341320006993656,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180811T213531_20180811T213528_T07WET_5,2109,1830,1825,1657,1712,2491,2465,95,95,32607,-0.07219115404168785,0.20106075216972036,0.18027292315058654,223,0.04040341916834818,0.03248689071136266,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180812T210021_20180812T210021_T07WET_0,4064,3696,3683,3837,3824,4878,4884,99,99,32607,-0.04918032786885246,0.11944922547332186,0.12172714745062012,224,0.014267149314482202,0.014816414086973052,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180812T210021_20180812T210021_T07WET_1,3897,3577,3566,3723,3713,4745,4751,99,99,32607,-0.04435213721023717,0.1206896551724138,0.12263705103969755,224,0.014564962806476879,0.015038712401054243,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180812T210021_20180812T210021_T07WET_2,3881,3616,3595,3764,3715,4703,4692,99,99,32607,-0.03825575173889781,0.11090114562418803,0.11621267990959915,224,0.012298443990859616,0.0135045659245056,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180812T210021_20180812T210021_T07WET_3,4233,3828,3835,4032,4018,5141,5161,100,100,32607,-0.04933068914229053,0.1208982884552491,0.12452336855866653,224,0.014615355362753017,0.015504826686316562,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180812T210021_20180812T210021_T07WET_4,3722,3309,3224,3402,3296,4639,4536,99,99,32607,-0.07169594010941549,0.15383658748911827,0.15832482124616956,224,0.023661278529378455,0.025061500178897578,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180812T210021_20180812T210021_T07WET_5,4064,3696,3683,3837,3824,4878,4884,99,99,32607,-0.04918032786885246,0.11944922547332186,0.12172714745062012,224,0.014267149314482202,0.014816414086973052,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180813T212519_20180813T212516_T07WET_0,6001,5707,5727,6132,6139,6499,6493,100,100,32607,-0.023362892223738062,0.029055498377008947,0.028024065864471183,225,8.442217853743953E-4,7.853481061160108E-4,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180813T212519_20180813T212516_T07WET_1,6085,5804,5800,6234,6222,6565,6578,100,100,32607,-0.023979806478754733,0.025861395421517306,0.0278125,225,6.688116734262106E-4,7.735350019667384E-4,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180813T212519_20180813T212516_T07WET_2,5769,5417,5433,5888,5876,6069,6096,100,100,32607,-0.029994643813604713,0.015137576315129212,0.018376211159371866,225,2.2914621268569203E-4,3.3768512373827077E-4,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180813T212519_20180813T212516_T07WET_3,4482,4203,4246,4555,4546,4849,4866,99,100,32607,-0.027039413382218148,0.031263292216078264,0.033999150021249466,225,9.773931289540397E-4,0.0011559416873101309,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180813T212519_20180813T212516_T07WET_4,4639,4545,4566,4627,4683,5152,5105,100,100,32607,-0.00793047256925584,0.05368647100930565,0.043114017163874134,225,0.002882229188265141,0.0018588163351427967,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180813T212519_20180813T212516_T07WET_5,6001,5707,5727,6132,6139,6499,6493,100,100,32607,-0.023362892223738062,0.029055498377008947,0.028024065864471183,225,8.442217853743953E-4,7.853481061160108E-4,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180815T211511_20180815T211512_T07WET_0,1520,3257,3260,3233,3243,3657,3640,99,99,32607,0.36401673640167365,0.06153846153846154,0.05767833793404039,227,0.0037869641452910044,0.003326778393762383,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180815T211511_20180815T211512_T07WET_1,1561,3325,3309,3281,3294,3725,3759,100,100,32607,0.3589322381930185,0.06337425064230659,0.06592939174819226,227,0.004016274049485955,0.00434665732155452,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180815T211511_20180815T211512_T07WET_2,1446,3137,3134,3110,3100,3451,3460,99,99,32607,0.3685589519650655,0.05197378448407255,0.054878048780487805,227,0.002701267703322158,0.003011591133180272,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180815T211511_20180815T211512_T07WET_3,1535,3269,3265,3243,3225,3587,3597,100,100,32607,0.36041666666666666,0.050366032210834556,0.05452946350043975,227,0.0025367317593454103,0.0029734536264087717,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180815T211511_20180815T211512_T07WET_4,1562,3331,3335,3323,3327,3640,3632,100,100,32607,0.36205840310394116,0.04552635358322562,0.04382813622646932,227,0.002072645902644304,0.0019209031624537372,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180815T211511_20180815T211512_T07WET_5,1520,3257,3260,3233,3243,3657,3640,99,99,32607,0.36401673640167365,0.06153846153846154,0.05767833793404039,227,0.0037869641452910044,0.003326778393762383,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180816T213519_20180816T213522_T07WET_0,2495,4178,4196,4208,4218,4217,4232,99,99,32607,0.2542220893737857,0.0010682492581602374,0.0016568047337278107,228,1.1411564775594021E-6,2.745001925695987E-6,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180816T213519_20180816T213522_T07WET_1,2292,3727,3728,3836,3848,3758,3730,100,100,32607,0.23853820598006645,-0.010271266789570714,-0.015571390868302983,228,1.0549892107113649E-4,2.4246820882183338E-4,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180816T213519_20180816T213522_T07WET_2,2582,4321,4282,4380,4385,4372,4364,100,100,32607,0.24766899766899766,-9.140767824497258E-4,-0.0024002743170648076,228,8.355363642134489E-7,5.7613167970971835E-6,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180816T213519_20180816T213522_T07WET_3,2678,4432,4435,4634,4600,4472,4486,99,100,32607,0.24701251230141993,-0.017790467823413134,-0.012546775258639665,228,3.165007348076514E-4,1.5742156809042893E-4,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180816T213519_20180816T213522_T07WET_4,2658,4481,4472,4605,4593,4542,4521,100,100,32607,0.2544179523141655,-0.006887504099704822,-0.007899934167215274,228,4.743771268786712E-5,6.240895976531018E-5,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180816T213519_20180816T213522_T07WET_5,2495,4178,4196,4208,4218,4217,4232,99,99,32607,0.2542220893737857,0.0010682492581602374,0.0016568047337278107,228,1.1411564775594021E-6,2.745001925695987E-6,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180817T210019_20180817T210118_T07WET_0,1834,1138,1125,766,748,3530,3540,13,11,32607,-0.23960797566745523,0.6433891992551211,0.6511194029850746,229,0.3918211393706248,0.40025830748523705,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180817T210019_20180817T210118_T07WET_1,1944,1107,1105,810,823,3301,3302,16,18,32607,-0.2751721876024926,0.6059352955485283,0.6009696969696969,229,0.3515029811558747,0.3462394123358381,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180817T210019_20180817T210118_T07WET_2,2185,1329,1352,1076,1062,2894,3307,51,46,32607,-0.23551031947978512,0.4579345088161209,0.513847562371252,229,0.20668317532995034,0.25806974528110016,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180817T210019_20180817T210118_T07WET_3,2171,1365,1333,1064,1030,3197,3212,55,48,32607,-0.2391552511415525,0.5005867167331612,0.5143800094295143,229,0.24547042903476857,0.25858068783857097,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180817T210019_20180817T210118_T07WET_4,2418,1363,1340,1058,1069,3390,3371,40,43,32607,-0.28685470995210216,0.5242805755395683,0.5184684684684685,229,0.2681506469639374,0.2625167748113148,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180817T210019_20180817T210118_T07WET_5,1834,1138,1125,766,748,3530,3540,13,11,32607,-0.23960797566745523,0.6433891992551211,0.6511194029850746,229,0.3918211393706248,0.40025830748523705,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180818T212521_20180818T212521_T07WET_0,1439,2962,2953,2908,2912,3286,3278,86,86,32607,0.34471766848816027,0.061026800129157246,0.05912762520193861,230,0.0037242531153211847,0.003496061818438266,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180818T212521_20180818T212521_T07WET_1,1389,2720,2725,2675,2674,3119,3128,86,87,32607,0.3247447739426349,0.07663099758370728,0.07824887969665632,230,0.005872242291317996,0.0061228106597648055,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180818T212521_20180818T212521_T07WET_2,1575,3338,3348,3327,3339,3663,3659,86,87,32607,0.360146252285192,0.048068669527897,0.04572735067162046,230,0.002310592878207532,0.002090987552011922,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180818T212521_20180818T212521_T07WET_3,1964,4029,4034,4138,4147,4351,4330,90,90,32607,0.3451150383461154,0.02509129461656261,0.021587825881797806,230,6.295729823554925E-4,4.660341925638238E-4,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180818T212521_20180818T212521_T07WET_4,1981,4075,4088,4246,4228,4377,4374,91,91,32607,0.34717416378316035,0.015191928563145078,0.016972797023947918,230,2.3079468936985201E-4,2.880758308472195E-4,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180818T212521_20180818T212521_T07WET_5,1439,2962,2953,2908,2912,3286,3278,86,86,32607,0.34471766848816027,0.061026800129157246,0.05912762520193861,230,0.0037242531153211847,0.003496061818438266,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180820T211509_20180820T211506_T07WET_0,2427,2808,2830,2748,2795,3153,3182,99,99,32607,0.07665969183945216,0.06863243518047789,0.06474820143884892,232,0.004710376320952708,0.004192305028797508,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180820T211509_20180820T211506_T07WET_1,1738,2214,2173,2098,2036,2582,2527,97,97,32607,0.11122475070314497,0.10341880341880341,0.10760464606618453,232,0.010695041092404307,0.01157824243695361,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180820T211509_20180820T211506_T07WET_2,1917,2328,2350,2184,2213,2641,2669,99,99,32607,0.10147644715256621,0.09471502590673575,0.09340434248258911,232,0.008970695486839339,0.008724149850515856,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180820T211509_20180820T211506_T07WET_3,2708,2940,2937,2934,2934,3384,3396,99,99,32607,0.040566873339238266,0.07122507122507123,0.07298578199052133,232,0.005072967252745919,0.005326873987518913,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180820T211509_20180820T211506_T07WET_4,2138,2664,2685,2574,2607,2954,2961,99,99,32607,0.11341488699979266,0.06874095513748191,0.06357758620689655,232,0.004725283743547624,0.004042087453836695,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180820T211509_20180820T211506_T07WET_5,2427,2808,2830,2748,2795,3153,3182,99,99,32607,0.07665969183945216,0.06863243518047789,0.06474820143884892,232,0.004710376320952708,0.004192305028797508,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180821T213531_20180821T213528_T07WET_0,2489,2969,2986,2953,2974,3726,3729,100,100,32607,0.09077625570776256,0.11573588860607875,0.11263613307474266,233,0.013393994868344673,0.012686217834485274,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180821T213531_20180821T213528_T07WET_1,2666,3358,3361,3421,3401,3952,3975,100,100,32607,0.11531441845030695,0.0720195307201953,0.07781995661605207,233,0.005186766292002582,0.006055871615929078,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180821T213531_20180821T213528_T07WET_2,2345,2949,2968,2921,2928,3457,3474,100,100,32607,0.11725955204216074,0.08403888366259016,0.08528584817244611,233,0.007062416544644429,0.007273547626633609,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180821T213531_20180821T213528_T07WET_3,2380,3024,2995,3002,3001,3514,3499,100,100,32607,0.1144186046511628,0.07857581338244321,0.07661538461538461,233,0.0061740799964568336,0.005869849742879189,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180821T213531_20180821T213528_T07WET_4,2504,3166,3135,3191,3183,3576,3596,100,100,32607,0.11189927292073062,0.05689374907640018,0.06092344003540345,233,0.003236887379132987,0.003711648501302627,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180821T213531_20180821T213528_T07WET_5,2489,2969,2986,2953,2974,3726,3729,100,100,32607,0.09077625570776256,0.11573588860607875,0.11263613307474266,233,0.013393994868344673,0.012686217834485274,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180822T210021_20180822T210020_T07WET_0,4559,4883,4888,5138,5122,5462,5498,100,100,32607,0.03482587064676617,0.030566037735849056,0.03540489642184558,234,9.342823910292848E-4,0.00125350603410577,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180822T210021_20180822T210020_T07WET_1,4478,4840,4854,5063,5074,5521,5445,100,100,32607,0.04029147021003,0.04327286470143613,0.035269512311056184,234,0.0018725386308404643,0.001243937857043717,69.57781,-138.91277,Phenocam2,2018,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20180822T210021_20180822T210020_T07WET_2,4761,5029,5035,5292,5316,5629,5610,100,100,32607,0.027970600244997958,0.030857980038458018,0.026908292147171883,234,9.522146442586708E-4,7.240560597469835E-4,69.57515,-138.89453,Phenocam3,2018,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20180822T210021_20180822T210020_T07WET_3,4315,4637,4619,4833,4877,5218,5210,100,100,32607,0.03402731139467204,0.038304646303850366,0.033012788737979575,234,0.0014672448755631143,0.001089843788767398,69.57651,-138.86711,Phenocam4,2018,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20180822T210021_20180822T210020_T07WET_4,4730,4770,4824,5166,5204,5128,5179,100,100,32607,0.009838810969227549,-0.0036914707596658247,-0.0024077819512664934,234,1.36269563686243E-5,5.797413924779732E-6,69.57483,-138.86305,Phenocam5,2018,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20180822T210021_20180822T210020_T07WET_5,4559,4883,4888,5138,5122,5462,5498,100,100,32607,0.03482587064676617,0.030566037735849056,0.03540489642184558,234,9.342823910292848E-4,0.00125350603410577,69.5757,-138.90525,Phenocam6,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20180823T212519_20180823T212514_T07WET_0,2413,4089,4085,4103,4095,4691,4673,100,100,32607,0.2573099415204678,0.06686377075278599,0.06592153284671533,235,0.004470734052713462,0.004345621137701257,69.5757,-138.90525,Phenocam1,2018,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
