"Spp","Plot.ID","Year","Observer","NOTES","obs","ind.ID","phase_ID","phase_DATE"
"DRYINT","13","2013",NA,NA,"transect","DRYINT_13_2013","P4",188
"DRYINT","15","2013",NA,NA,"transect","DRYINT_15_2013","P4",199
"DRYINT","17","2013",NA,NA,"transect","DRYINT_17_2013","P4",199
"DRYINT","18","2013",NA,NA,"transect","DRYINT_18_2013","P4",190
"DRYINT","19","2013",NA,NA,"transect","DRYINT_19_2013","P4",188
"DRYINT","20","2013",NA,NA,"transect","DRYINT_20_2013","P4",199
"SALARC","9","2013",NA,NA,"transect","SALARC_9_2013","P4",184
"DRYINT","2","2012",NA,NA,"transect","DRYINT_2_2012","P4",183
"DRYINT","3","2012",NA,NA,"transect","DRYINT_3_2012","P4",183
"DRYINT","4","2012",NA,NA,"transect","DRYINT_4_2012","P4",186
"DRYINT","5","2012",NA,NA,"transect","DRYINT_5_2012","P4",186
"DRYINT","6","2012",NA,NA,"transect","DRYINT_6_2012","P4",189
"DRYINT","7","2012",NA,NA,"transect","DRYINT_7_2012","P4",189
"DRYINT","10","2012",NA,NA,"transect","DRYINT_10_2012","P4",183
"DRYINT","13","2012",NA,NA,"transect","DRYINT_13_2012","P4",186
"DRYINT","15","2012",NA,NA,"transect","DRYINT_15_2012","P4",189
"DRYINT","3","2011",NA,NA,"transect","DRYINT_3_2011","P4",192
"DRYINT","5","2011",NA,NA,"transect","DRYINT_5_2011","P4",192
"DRYINT","6","2011",NA,NA,"transect","DRYINT_6_2011","P4",196
"DRYINT","7","2011",NA,NA,"transect","DRYINT_7_2011","P4",199
"DRYINT","10","2011",NA,NA,"transect","DRYINT_10_2011","P4",192
"DRYINT","11","2011",NA,NA,"transect","DRYINT_11_2011","P4",192
"DRYINT","15","2011",NA,NA,"transect","DRYINT_15_2011","P4",189
"DRYINT","17","2011",NA,NA,"transect","DRYINT_17_2011","P4",189
"DRYINT","19","2011",NA,NA,"transect","DRYINT_19_2011","P4",192
"DRYINT","20","2011",NA,NA,"transect","DRYINT_20_2011","P4",196
"SALARC","10","2011",NA,NA,"transect","SALARC_10_2011","P4",196
"SALARC","9","2011",NA,NA,"transect","SALARC_9_2011","P4",227
"DRYINT","2","2010",NA,NA,"transect","DRYINT_2_2010","P4",197
"DRYINT","3","2010",NA,NA,"transect","DRYINT_3_2010","P4",197
"DRYINT","5","2010",NA,NA,"transect","DRYINT_5_2010","P4",191
"DRYINT","6","2010",NA,NA,"transect","DRYINT_6_2010","P4",189
"DRYINT","7","2010",NA,NA,"transect","DRYINT_7_2010","P4",197
"DRYINT","8","2010",NA,NA,"transect","DRYINT_8_2010","P4",199
"DRYINT","10","2010",NA,NA,"transect","DRYINT_10_2010","P4",197
"DRYINT","11","2010",NA,NA,"transect","DRYINT_11_2010","P4",197
"DRYINT","15","2010",NA,NA,"transect","DRYINT_15_2010","P4",197
"DRYINT","20","2010",NA,NA,"transect","DRYINT_20_2010","P4",197
"SALARC","1","2010",NA,NA,"transect","SALARC_1_2010","P4",203
"SALARC","10","2010",NA,NA,"transect","SALARC_10_2010","P4",176
"SALARC","4","2010",NA,NA,"transect","SALARC_4_2010","P4",191
"SALARC","6","2010",NA,NA,"transect","SALARC_6_2010","P4",203
"SALARC","7","2010",NA,NA,"transect","SALARC_7_2010","P4",179
"SALARC","8","2010",NA,NA,"transect","SALARC_8_2010","P4",176
"SALARC","9","2010",NA,NA,"transect","SALARC_9_2010","P4",171
"DRYINT","6","2009",NA,NA,"transect","DRYINT_6_2009","P4",211
"DRYINT","7","2009",NA,NA,"transect","DRYINT_7_2009","P4",193
"DRYINT","8","2009",NA,NA,"transect","DRYINT_8_2009","P4",193
"DRYINT","10","2009",NA,NA,"transect","DRYINT_10_2009","P4",196
"DRYINT","13","2009",NA,NA,"transect","DRYINT_13_2009","P4",196
"SALARC","10","2009",NA,NA,"transect","SALARC_10_2009","P4",187
"SALARC","4","2009",NA,NA,"transect","SALARC_4_2009","P4",193
"SALARC","7","2009",NA,NA,"transect","SALARC_7_2009","P4",226
"SALARC","9","2009",NA,NA,"transect","SALARC_9_2009","P4",187
"DRYINT","1","2008",NA,NA,"transect","DRYINT_1_2008","P4",195
"DRYINT","2","2008",NA,NA,"transect","DRYINT_2_2008","P4",186
"DRYINT","3","2008",NA,NA,"transect","DRYINT_3_2008","P4",183
"DRYINT","6","2008",NA,NA,"transect","DRYINT_6_2008","P4",186
"DRYINT","7","2008",NA,NA,"transect","DRYINT_7_2008","P4",186
"DRYINT","9","2008",NA,NA,"transect","DRYINT_9_2008","P4",186
"DRYINT","11","2008",NA,NA,"transect","DRYINT_11_2008","P4",183
"DRYINT","13","2008",NA,NA,"transect","DRYINT_13_2008","P4",186
"DRYINT","15","2008",NA,NA,"transect","DRYINT_15_2008","P4",195
"SALARC","1","2008",NA,NA,"transect","SALARC_1_2008","P4",171
"SALARC","10","2008",NA,NA,"transect","SALARC_10_2008","P4",180
"SALARC","3","2008",NA,NA,"transect","SALARC_3_2008","P4",171
"SALARC","4","2008",NA,NA,"transect","SALARC_4_2008","P4",171
"SALARC","7","2008",NA,NA,"transect","SALARC_7_2008","P4",171
"SALARC","8","2008",NA,NA,"transect","SALARC_8_2008","P4",171
"SALARC","9","2008",NA,NA,"transect","SALARC_9_2008","P4",180
"DRYINT","2","2007",NA,NA,"transect","DRYINT_2_2007","P4",191
"DRYINT","6","2007",NA,NA,"transect","DRYINT_6_2007","P4",191
"DRYINT","7","2007",NA,NA,"transect","DRYINT_7_2007","P4",191
"DRYINT","8","2007",NA,NA,"transect","DRYINT_8_2007","P4",191
"DRYINT","10","2007",NA,NA,"transect","DRYINT_10_2007","P4",191
"DRYINT","11","2007",NA,NA,"transect","DRYINT_11_2007","P4",191
"DRYINT","13","2007",NA,NA,"transect","DRYINT_13_2007","P4",188
"DRYINT","14","2007",NA,NA,"transect","DRYINT_14_2007","P4",199
"DRYINT","15","2007",NA,NA,"transect","DRYINT_15_2007","P4",194
"DRYINT","17","2007",NA,NA,"transect","DRYINT_17_2007","P4",194
"DRYINT","19","2007",NA,NA,"transect","DRYINT_19_2007","P4",199
"DRYINT","20","2007",NA,NA,"transect","DRYINT_20_2007","P4",197
"SALARC","9","2007",NA,NA,"transect","SALARC_9_2007","P4",197
"DRYINT","2","2006",NA,NA,"transect","DRYINT_2_2006","P4",193
"DRYINT","3","2006",NA,NA,"transect","DRYINT_3_2006","P4",183
"DRYINT","6","2006",NA,NA,"transect","DRYINT_6_2006","P4",193
"DRYINT","7","2006",NA,NA,"transect","DRYINT_7_2006","P4",189
"DRYINT","8","2006",NA,NA,"transect","DRYINT_8_2006","P4",189
"DRYINT","11","2006",NA,NA,"transect","DRYINT_11_2006","P4",193
"DRYINT","13","2006",NA,NA,"transect","DRYINT_13_2006","P4",189
"DRYINT","14","2006",NA,NA,"transect","DRYINT_14_2006","P4",189
"DRYINT","15","2006",NA,NA,"transect","DRYINT_15_2006","P4",202
"DRYINT","17","2006",NA,NA,"transect","DRYINT_17_2006","P4",193
"DRYINT","19","2006",NA,NA,"transect","DRYINT_19_2006","P4",186
"SALARC","6","2006",NA,NA,"transect","SALARC_6_2006","P4",180
"SALARC","9","2006",NA,NA,"transect","SALARC_9_2006","P4",177
"DRYINT","11","2005",NA,NA,"transect","DRYINT_11_2005","P4",188
"DRYINT","13","2005",NA,NA,"transect","DRYINT_13_2005","P4",208
"DRYINT","14","2005",NA,NA,"transect","DRYINT_14_2005","P4",204
"DRYINT","15","2005",NA,NA,"transect","DRYINT_15_2005","P4",208
"DRYINT","19","2005",NA,NA,"transect","DRYINT_19_2005","P4",208
"DRYINT","2","2004",NA,NA,"transect","DRYINT_2_2004","P4",194
"DRYINT","3","2004",NA,NA,"transect","DRYINT_3_2004","P4",197
"DRYINT","5","2004",NA,NA,"transect","DRYINT_5_2004","P4",191
"DRYINT","7","2004",NA,NA,"transect","DRYINT_7_2004","P4",194
"DRYINT","8","2004",NA,NA,"transect","DRYINT_8_2004","P4",191
"DRYINT","10","2004",NA,NA,"transect","DRYINT_10_2004","P4",194
"DRYINT","11","2004",NA,NA,"transect","DRYINT_11_2004","P4",200
"DRYINT","13","2004",NA,NA,"transect","DRYINT_13_2004","P4",197
"DRYINT","14","2004",NA,NA,"transect","DRYINT_14_2004","P4",197
"DRYINT","15","2004",NA,NA,"transect","DRYINT_15_2004","P4",200
"DRYINT","2","2003",NA,NA,"transect","DRYINT_2_2003","P4",198
"DRYINT","3","2003",NA,NA,"transect","DRYINT_3_2003","P4",196
"DRYINT","4","2003",NA,NA,"transect","DRYINT_4_2003","P4",201
"DRYINT","5","2003",NA,NA,"transect","DRYINT_5_2003","P4",198
"DRYINT","6","2003",NA,NA,"transect","DRYINT_6_2003","P4",201
"DRYINT","7","2003",NA,NA,"transect","DRYINT_7_2003","P4",196
"DRYINT","8","2003",NA,NA,"transect","DRYINT_8_2003","P4",196
"DRYINT","9","2003",NA,NA,"transect","DRYINT_9_2003","P4",198
"DRYINT","10","2003",NA,NA,"transect","DRYINT_10_2003","P4",196
"DRYINT","11","2003",NA,NA,"transect","DRYINT_11_2003","P4",196
"DRYINT","12","2003",NA,NA,"transect","DRYINT_12_2003","P4",198
"DRYINT","13","2003",NA,NA,"transect","DRYINT_13_2003","P4",196
"DRYINT","14","2003",NA,NA,"transect","DRYINT_14_2003","P4",198
"DRYINT","15","2003",NA,NA,"transect","DRYINT_15_2003","P4",201
"DRYINT","17","2003",NA,NA,"transect","DRYINT_17_2003","P4",196
"DRYINT","19","2003",NA,NA,"transect","DRYINT_19_2003","P4",201
"SALARC","9","2003",NA,NA,"transect","SALARC_9_2003","P4",204
"SALARC","3","2002",NA,NA,"transect","SALARC_3_2002","P4",197
"SALARC","6","2002",NA,NA,"transect","SALARC_6_2002","P4",168
"SALARC","7","2002",NA,NA,"transect","SALARC_7_2002","P4",197
"DRYINT","1","2001",NA,NA,"transect","DRYINT_1_2001","P4",206
"DRYINT","3","2001",NA,NA,"transect","DRYINT_3_2001","P4",206
"DRYINT","4","2001",NA,NA,"transect","DRYINT_4_2001","P4",206
"DRYINT","5","2001",NA,NA,"transect","DRYINT_5_2001","P4",202
"DRYINT","6","2001",NA,NA,"transect","DRYINT_6_2001","P4",206
"DRYINT","7","2001",NA,NA,"transect","DRYINT_7_2001","P4",202
"DRYINT","8","2001",NA,NA,"transect","DRYINT_8_2001","P4",206
"DRYINT","9","2001",NA,NA,"transect","DRYINT_9_2001","P4",206
"DRYINT","10","2001",NA,NA,"transect","DRYINT_10_2001","P4",202
"DRYINT","11","2001",NA,NA,"transect","DRYINT_11_2001","P4",202
"DRYINT","13","2001",NA,NA,"transect","DRYINT_13_2001","P4",202
"DRYINT","14","2001",NA,NA,"transect","DRYINT_14_2001","P4",202
"DRYINT","15","2001",NA,NA,"transect","DRYINT_15_2001","P4",206
"DRYINT","16","2001",NA,NA,"transect","DRYINT_16_2001","P4",206
"DRYINT","17","2001",NA,NA,"transect","DRYINT_17_2001","P4",206
"DRYINT","19","2001",NA,NA,"transect","DRYINT_19_2001","P4",202
"DRYINT","20","2001",NA,NA,"transect","DRYINT_20_2001","P4",199
"SALARC","6","2001",NA,NA,"transect","SALARC_6_2001","P4",195
"SALARC","7","2001",NA,NA,"transect","SALARC_7_2001","P4",202
"SALARC","9","2001",NA,NA,"transect","SALARC_9_2001","P4",202
"SALARC","9","2001",NA,NA,"transect","SALARC_9_2001","P4",202
"DRYINT","1","2019","Elise Gallois","Gaps between 22nd June - 15th July. NOTE: Camera labelled Slump D1 but actually phenocam 1","phenocam","DRYINT_1_2019","P5",204
"DRYINT","2","2018","Elise Gallois","Gap 15th-21st July, ends 9th August","phenocam","DRYINT_2_2018","P5",212
"DRYINT","3","2018","Elise Gallois","Ends 8th Aug - lots of senescence phenophases hadn't happened yet","phenocam","DRYINT_3_2018","P5",212
"DRYINT","1","2017","Elise Gallois",NA,"phenocam","DRYINT_1_2017","P5",189
"DRYINT","5","2017","Elise Gallois","Gaps between 6th-15th June as phenocam knocked down","phenocam","DRYINT_5_2017","P5",193
"DRYINT","1","2016","Elise Gallois","Only starts 19th June so many phenophases missed","phenocam","DRYINT_1_2016","P5",197
"DRYINT","2","2016","Elise Gallois","Only starts 19th June so many phenophases missed","phenocam","DRYINT_2_2016","P5",194
"SALARC","1","2019","Elise Gallois","Gaps between 22nd June - 15th July. NOTE: Camera labelled Slump D1 but actually phenocam 1","phenocam","SALARC_1_2019","P5",206
"SALARC","6","2018","Elise Gallois","Big gap between 5th July and 12th August","phenocam","SALARC_6_2018","P5",228
"SALARC","1","2017","Elise Gallois",NA,"phenocam","SALARC_1_2017","P5",211
"SALARC","2","2017","Elise Gallois","Gaps from 4th June - 11th June, 16th June - 7th Aug","phenocam","SALARC_2_2017","P5",221
"SALARC","3","2017","Elise Gallois","Gaps from17th July - 01 August","phenocam","SALARC_3_2017","P5",221
"SALARC","4","2017","Elise Gallois","Limited selection (10th July to 9th August), Gaps from 10th-20th July, 20th July-2nd August","phenocam","SALARC_4_2017","P5",217
"SALARC","5","2017","Elise Gallois","Gaps between 6th-15th June as phenocam knocked down","phenocam","SALARC_5_2017","P5",221
"SALARC","6","2017","Elise Gallois","Gaps between 27th June - 25th July","phenocam","SALARC_6_2017","P5",207
"SALARC","1","2016","Elise Gallois","Only starts 19th June so many phenophases missed","phenocam","SALARC_1_2016","P5",211
"SALARC","2","2016","Elise Gallois","Only starts 19th June so many phenophases missed","phenocam","SALARC_2_2016","P5",211
"SALARC","5","2016","Elise Gallois","Limited selection (23rd July - 26th Aug), gaps 29th July-28th Aug","phenocam","SALARC_5_2016","P5",211
"DRYINT","1","2019",NA,NA,"transect","DRYINT_1_2019","P5",196
"DRYINT","7","2019",NA,NA,"transect","DRYINT_7_2019","P5",196
"DRYINT","8","2019",NA,NA,"transect","DRYINT_8_2019","P5",196
"DRYINT","10","2019",NA,NA,"transect","DRYINT_10_2019","P5",196
"DRYINT","14","2019",NA,NA,"transect","DRYINT_14_2019","P5",196
"DRYINT","15","2019",NA,NA,"transect","DRYINT_15_2019","P5",196
"DRYINT","17","2019",NA,NA,"transect","DRYINT_17_2019","P5",196
"DRYINT","20","2019",NA,NA,"transect","DRYINT_20_2019","P5",196
"SALARC","2","2019",NA,NA,"transect","SALARC_2_2019","P5",196
"SALARC","8","2019",NA,NA,"transect","SALARC_8_2019","P5",193
"DRYINT","1","2018",NA,NA,"transect","DRYINT_1_2018","P5",211
"DRYINT","2","2018",NA,NA,"transect","DRYINT_2_2018","P5",205
"DRYINT","3","2018",NA,NA,"transect","DRYINT_3_2018","P5",211
"DRYINT","4","2018",NA,NA,"transect","DRYINT_4_2018","P5",205
"DRYINT","5","2018",NA,NA,"transect","DRYINT_5_2018","P5",213
"DRYINT","6","2018",NA,NA,"transect","DRYINT_6_2018","P5",213
"DRYINT","10","2018",NA,NA,"transect","DRYINT_10_2018","P5",201
"DRYINT","14","2018",NA,NA,"transect","DRYINT_14_2018","P5",205
"DRYINT","16","2018",NA,NA,"transect","DRYINT_16_2018","P5",211
"DRYINT","18","2018",NA,NA,"transect","DRYINT_18_2018","P5",211
"DRYINT","19","2018",NA,NA,"transect","DRYINT_19_2018","P5",213
"DRYINT","20","2018",NA,NA,"transect","DRYINT_20_2018","P5",205
"SALARC","1","2018",NA,NA,"transect","SALARC_1_2018","P5",211
"SALARC","1","2018",NA,NA,"transect","SALARC_1_2018","P5",205
"SALARC","2","2018",NA,NA,"transect","SALARC_2_2018","P5",201
"SALARC","2","2018",NA,NA,"transect","SALARC_2_2018","P5",213
"SALARC","3","2018",NA,NA,"transect","SALARC_3_2018","P5",205
"SALARC","3","2018",NA,NA,"transect","SALARC_3_2018","P5",205
"SALARC","5","2018",NA,NA,"transect","SALARC_5_2018","P5",213
"SALARC","6","2018",NA,NA,"transect","SALARC_6_2018","P5",213
"SALARC","8","2018",NA,NA,"transect","SALARC_8_2018","P5",213
"SALARC","8","2018",NA,NA,"transect","SALARC_8_2018","P5",205
"SALARC","10","2018",NA,NA,"transect","SALARC_10_2018","P5",205
"SALARC","10","2018",NA,NA,"transect","SALARC_10_2018","P5",205
"DRYINT","1","2017",NA,NA,"transect","DRYINT_1_2017","P5",210
"DRYINT","3","2017",NA,NA,"transect","DRYINT_3_2017","P5",219
"DRYINT","7","2017",NA,NA,"transect","DRYINT_7_2017","P5",189
"DRYINT","8","2017",NA,NA,"transect","DRYINT_8_2017","P5",189
"DRYINT","10","2017",NA,NA,"transect","DRYINT_10_2017","P5",192
"DRYINT","14","2017",NA,NA,"transect","DRYINT_14_2017","P5",198
"DRYINT","15","2017",NA,NA,"transect","DRYINT_15_2017","P5",210
"DRYINT","18","2017",NA,NA,"transect","DRYINT_18_2017","P5",213
"DRYINT","19","2017",NA,NA,"transect","DRYINT_19_2017","P5",229
"DRYINT","20","2017",NA,NA,"transect","DRYINT_20_2017","P5",198
"SALARC","1","2017",NA,NA,"transect","SALARC_1_2017","P5",198
"SALARC","1","2017",NA,NA,"transect","SALARC_1_2017","P5",198
"SALARC","2","2017",NA,NA,"transect","SALARC_2_2017","P5",238
"SALARC","2","2017",NA,NA,"transect","SALARC_2_2017","P5",238
"SALARC","3","2017",NA,NA,"transect","SALARC_3_2017","P5",204
"SALARC","3","2017",NA,NA,"transect","SALARC_3_2017","P5",198
"SALARC","4","2017",NA,NA,"transect","SALARC_4_2017","P5",204
"SALARC","4","2017",NA,NA,"transect","SALARC_4_2017","P5",204
"SALARC","5","2017",NA,NA,"transect","SALARC_5_2017","P5",204
"SALARC","5","2017",NA,NA,"transect","SALARC_5_2017","P5",238
"SALARC","6","2017",NA,NA,"transect","SALARC_6_2017","P5",238
"SALARC","6","2017",NA,NA,"transect","SALARC_6_2017","P5",210
"SALARC","7","2017",NA,NA,"transect","SALARC_7_2017","P5",210
"SALARC","7","2017",NA,NA,"transect","SALARC_7_2017","P5",238
"SALARC","8","2017",NA,NA,"transect","SALARC_8_2017","P5",210
"SALARC","8","2017",NA,NA,"transect","SALARC_8_2017","P5",204
"SALARC","9","2017",NA,NA,"transect","SALARC_9_2017","P5",204
"SALARC","9","2017",NA,NA,"transect","SALARC_9_2017","P5",210
"SALARC","10","2017",NA,NA,"transect","SALARC_10_2017","P5",210
"SALARC","10","2017",NA,NA,"transect","SALARC_10_2017","P5",189
"DRYINT","1","2016",NA,NA,"transect","DRYINT_1_2016","P5",197
"DRYINT","4","2016",NA,NA,"transect","DRYINT_4_2016","P5",197
"DRYINT","6","2016",NA,NA,"transect","DRYINT_6_2016","P5",197
"DRYINT","10","2016",NA,NA,"transect","DRYINT_10_2016","P5",197
"DRYINT","14","2016",NA,NA,"transect","DRYINT_14_2016","P5",197
"DRYINT","20","2016",NA,NA,"transect","DRYINT_20_2016","P5",207
"SALARC","1","2016",NA,NA,"transect","SALARC_1_2016","P5",210
"SALARC","10","2016",NA,NA,"transect","SALARC_10_2016","P5",197
"SALARC","2","2016",NA,NA,"transect","SALARC_2_2016","P5",197
"SALARC","3","2016",NA,NA,"transect","SALARC_3_2016","P5",189
"SALARC","4","2016",NA,NA,"transect","SALARC_4_2016","P5",197
"SALARC","5","2016",NA,NA,"transect","SALARC_5_2016","P5",210
"SALARC","6","2016",NA,NA,"transect","SALARC_6_2016","P5",204
"SALARC","7","2016",NA,NA,"transect","SALARC_7_2016","P5",197
"SALARC","8","2016",NA,NA,"transect","SALARC_8_2016","P5",197
"SALARC","9","2016",NA,NA,"transect","SALARC_9_2016","P5",197
"SALARC","1","2016",NA,NA,"transect","SALARC_1_2016","P5",204
"SALARC","10","2016",NA,NA,"transect","SALARC_10_2016","P5",189
"SALARC","2","2016",NA,NA,"transect","SALARC_2_2016","P5",207
"SALARC","3","2016",NA,NA,"transect","SALARC_3_2016","P5",197
"SALARC","6","2016",NA,NA,"transect","SALARC_6_2016","P5",197
"SALARC","7","2016",NA,NA,"transect","SALARC_7_2016","P5",214
"SALARC","8","2016",NA,NA,"transect","SALARC_8_2016","P5",197
"SALARC","9","2016",NA,NA,"transect","SALARC_9_2016","P5",207
"DRYINT","1","2015",NA,NA,"transect","DRYINT_1_2015","P5",200
"DRYINT","2","2015",NA,NA,"transect","DRYINT_2_2015","P5",196
"DRYINT","3","2015",NA,NA,"transect","DRYINT_3_2015","P5",184
"DRYINT","5","2015",NA,NA,"transect","DRYINT_5_2015","P5",196
"DRYINT","6","2015",NA,NA,"transect","DRYINT_6_2015","P5",187
"DRYINT","7","2015",NA,NA,"transect","DRYINT_7_2015","P5",184
"DRYINT","8","2015",NA,NA,"transect","DRYINT_8_2015","P5",187
"DRYINT","10","2015",NA,NA,"transect","DRYINT_10_2015","P5",187
"DRYINT","14","2015",NA,NA,"transect","DRYINT_14_2015","P5",196
"DRYINT","20","2015",NA,NA,"transect","DRYINT_20_2015","P5",182
"SALARC","1","2015",NA,NA,"transect","SALARC_1_2015","P5",212
"SALARC","10","2015",NA,NA,"transect","SALARC_10_2015","P5",212
"SALARC","2","2015",NA,NA,"transect","SALARC_2_2015","P5",200
"SALARC","3","2015",NA,NA,"transect","SALARC_3_2015","P5",196
"SALARC","4","2015",NA,NA,"transect","SALARC_4_2015","P5",212
"SALARC","5","2015",NA,NA,"transect","SALARC_5_2015","P5",217
"SALARC","6","2015",NA,NA,"transect","SALARC_6_2015","P5",217
"SALARC","7","2015",NA,NA,"transect","SALARC_7_2015","P5",212
"SALARC","8","2015",NA,NA,"transect","SALARC_8_2015","P5",196
"SALARC","9","2015",NA,NA,"transect","SALARC_9_2015","P5",200
"SALARC","1","2015",NA,NA,"transect","SALARC_1_2015","P5",200
"SALARC","10","2015",NA,NA,"transect","SALARC_10_2015","P5",196
"SALARC","2","2015",NA,NA,"transect","SALARC_2_2015","P5",200
"SALARC","3","2015",NA,NA,"transect","SALARC_3_2015","P5",212
"SALARC","4","2015",NA,NA,"transect","SALARC_4_2015","P5",212
"SALARC","5","2015",NA,NA,"transect","SALARC_5_2015","P5",196
"SALARC","6","2015",NA,NA,"transect","SALARC_6_2015","P5",196
"SALARC","7","2015",NA,NA,"transect","SALARC_7_2015","P5",200
"SALARC","8","2015",NA,NA,"transect","SALARC_8_2015","P5",217
"SALARC","9","2015",NA,NA,"transect","SALARC_9_2015","P5",196
"DRYINT","1","2014",NA,NA,"transect","DRYINT_1_2014","P5",196
"DRYINT","5","2014",NA,NA,"transect","DRYINT_5_2014","P5",204
"DRYINT","6","2014",NA,NA,"transect","DRYINT_6_2014","P5",196
"DRYINT","7","2014",NA,NA,"transect","DRYINT_7_2014","P5",204
"DRYINT","10","2014",NA,NA,"transect","DRYINT_10_2014","P5",196
"DRYINT","15","2014",NA,NA,"transect","DRYINT_15_2014","P5",204
"DRYINT","17","2014",NA,NA,"transect","DRYINT_17_2014","P5",206
"DRYINT","19","2014",NA,NA,"transect","DRYINT_19_2014","P5",196
"DRYINT","20","2014",NA,NA,"transect","DRYINT_20_2014","P5",204
"SALARC","1","2014",NA,NA,"transect","SALARC_1_2014","P5",213
"SALARC","10","2014",NA,NA,"transect","SALARC_10_2014","P5",216
"SALARC","2","2014",NA,NA,"transect","SALARC_2_2014","P5",196
"SALARC","3","2014",NA,NA,"transect","SALARC_3_2014","P5",213
"SALARC","4","2014",NA,NA,"transect","SALARC_4_2014","P5",213
"SALARC","6","2014",NA,NA,"transect","SALARC_6_2014","P5",231
"SALARC","7","2014",NA,NA,"transect","SALARC_7_2014","P5",216
"SALARC","8","2014",NA,NA,"transect","SALARC_8_2014","P5",204
"SALARC","9","2014",NA,NA,"transect","SALARC_9_2014","P5",225
"SALARC","1","2014",NA,NA,"transect","SALARC_1_2014","P5",213
"SALARC","10","2014",NA,NA,"transect","SALARC_10_2014","P5",213
"SALARC","2","2014",NA,NA,"transect","SALARC_2_2014","P5",231
"SALARC","3","2014",NA,NA,"transect","SALARC_3_2014","P5",216
"SALARC","4","2014",NA,NA,"transect","SALARC_4_2014","P5",204
"SALARC","5","2014",NA,NA,"transect","SALARC_5_2014","P5",204
"SALARC","6","2014",NA,NA,"transect","SALARC_6_2014","P5",227
"SALARC","7","2014",NA,NA,"transect","SALARC_7_2014","P5",231
"SALARC","8","2014",NA,NA,"transect","SALARC_8_2014","P5",183
"SALARC","9","2014",NA,NA,"transect","SALARC_9_2014","P5",222
"DRYINT","2","2013",NA,NA,"transect","DRYINT_2_2013","P5",205
"DRYINT","4","2013",NA,NA,"transect","DRYINT_4_2013","P5",205
"DRYINT","6","2013",NA,NA,"transect","DRYINT_6_2013","P5",199
"DRYINT","7","2013",NA,NA,"transect","DRYINT_7_2013","P5",202
"DRYINT","10","2013",NA,NA,"transect","DRYINT_10_2013","P5",199
"DRYINT","18","2013",NA,NA,"transect","DRYINT_18_2013","P5",210
"DRYINT","19","2013",NA,NA,"transect","DRYINT_19_2013","P5",199
"DRYINT","20","2013",NA,NA,"transect","DRYINT_20_2013","P5",202
"SALARC","1","2013",NA,NA,"transect","SALARC_1_2013","P5",216
"SALARC","10","2013",NA,NA,"transect","SALARC_10_2013","P5",216
"SALARC","2","2013",NA,NA,"transect","SALARC_2_2013","P5",216
"SALARC","3","2013",NA,NA,"transect","SALARC_3_2013","P5",205
"SALARC","4","2013",NA,NA,"transect","SALARC_4_2013","P5",223
"SALARC","5","2013",NA,NA,"transect","SALARC_5_2013","P5",241
"SALARC","6","2013",NA,NA,"transect","SALARC_6_2013","P5",213
"SALARC","7","2013",NA,NA,"transect","SALARC_7_2013","P5",223
"SALARC","8","2013",NA,NA,"transect","SALARC_8_2013","P5",205
"SALARC","9","2013",NA,NA,"transect","SALARC_9_2013","P5",205
"SALARC","1","2013",NA,NA,"transect","SALARC_1_2013","P5",210
"SALARC","10","2013",NA,NA,"transect","SALARC_10_2013","P5",205
"SALARC","2","2013",NA,NA,"transect","SALARC_2_2013","P5",234
"SALARC","3","2013",NA,NA,"transect","SALARC_3_2013","P5",254
"SALARC","4","2013",NA,NA,"transect","SALARC_4_2013","P5",223
"SALARC","5","2013",NA,NA,"transect","SALARC_5_2013","P5",223
"SALARC","6","2013",NA,NA,"transect","SALARC_6_2013","P5",216
"SALARC","7","2013",NA,NA,"transect","SALARC_7_2013","P5",220
"SALARC","8","2013",NA,NA,"transect","SALARC_8_2013","P5",213
"SALARC","9","2013",NA,NA,"transect","SALARC_9_2013","P5",205
"DRYINT","2","2012",NA,NA,"transect","DRYINT_2_2012","P5",189
"DRYINT","3","2012",NA,NA,"transect","DRYINT_3_2012","P5",183
"DRYINT","4","2012",NA,NA,"transect","DRYINT_4_2012","P5",189
"DRYINT","5","2012",NA,NA,"transect","DRYINT_5_2012","P5",195
"DRYINT","6","2012",NA,NA,"transect","DRYINT_6_2012","P5",195
"DRYINT","7","2012",NA,NA,"transect","DRYINT_7_2012","P5",195
"DRYINT","10","2012",NA,NA,"transect","DRYINT_10_2012","P5",186
"DRYINT","13","2012",NA,NA,"transect","DRYINT_13_2012","P5",189
"DRYINT","15","2012",NA,NA,"transect","DRYINT_15_2012","P5",192
"SALARC","10","2012",NA,NA,"transect","SALARC_10_2012","P5",204
"SALARC","5","2012",NA,NA,"transect","SALARC_5_2012","P5",219
"SALARC","6","2012",NA,NA,"transect","SALARC_6_2012","P5",219
"SALARC","7","2012",NA,NA,"transect","SALARC_7_2012","P5",219
"SALARC","8","2012",NA,NA,"transect","SALARC_8_2012","P5",213
"SALARC","9","2012",NA,NA,"transect","SALARC_9_2012","P5",213
"SALARC","10","2012",NA,NA,"transect","SALARC_10_2012","P5",192
"SALARC","4","2012",NA,NA,"transect","SALARC_4_2012","P5",213
"SALARC","5","2012",NA,NA,"transect","SALARC_5_2012","P5",219
"SALARC","6","2012",NA,NA,"transect","SALARC_6_2012","P5",213
"SALARC","7","2012",NA,NA,"transect","SALARC_7_2012","P5",189
